"id","title","abstract","included"
127,"Long-term zinc therapy in wilson disease children with mild liver disease","Objectives and Study: Wilson disease (WD) is a disorder of copper metabolism. In the pediatric age most cases have a hepatic presentation: the percentage of WD children presenting with isolated elevated aminotransferases ranges from 14% to 88%. It is widely accepted that penicillamine is the first-choice therapy for children with liver disease while zinc is indicated in presymptomatic patients and as maintenance therapy. The optimal medical therapy in patients presenting with isolated elevated serum aminotransferases remains unestablished. This reflects the absence of an agreement on classification of WD patients with isolated hypertransaminasemia as presymptomatic cases, requiring zinc, or cases with hepatic onset, requiring chelating agents. The aim of our study was to evaluate the efficacy of exclusive zinc monotherapy inWDchildren with isolated hypertransaminasemia. Methods: All WD patients referred to our Department of Pediatrics for diagnostic investigation of elevated serum aminotransferases were analyzed. The diagnosis of WD was established in presence of at least 2 of the following features: a low ceruloplasmin level (<20 mg/dL), an increased basal urinary copper level (>100 mcg/24 hours), an increased urinary copper level after the penicillamine challenge test (PCT; >1575 mcg/24 hours), an increased liver copper level (>250mg/g of dry weight). Among 43 enrolled WD patients, 29 were treated with zinc for a median period of 12 years (range 3'25). Zinc was the initial therapy of choice in 12 cases. Normalization of serum ALT was the main parameter of treatment efficacy in this study. Compliance to therapy was evaluated on the basis of clinical history and serum and urine copper and zinc levels. Results: Among 17 (58%) children, treated with penicillamine as first choice, 4 (24%) normalized ALT within a median of 14 months (range, 4 to 48), and started maintenance therapy with zinc. The remaining 13 (76%) patients with persistent hyper-ALT during penicillamine switched to zinc; nine of these (70%) normalized ALT on zinc within a median period of 9.5 months (range, 5 to 151). Eleven (92%) of the 12 patients, given zinc alone as first choice, normalized ALT within a median period of 14 months (range, 2 to 46). The patient with persistent hyper-ALT on zinc showed a poor compliance to treatment. According to 24-hour urinary copper excretion (56+/-4 versus 37+/-2mg) at the end of follow-up, the efficacy in terms of decopperization was comparable in 2 groups. Conclusion: Although penicillamine therapy is generally used for the initial treatment of WD, the present study has showed that zinc monotherapy may be used, as first line therapy, in WD children with isolated hypertransaminasemia at presentation.",0
128,"Wilson's disease: A Canadian perspective on the presentation and clinical outcomes in an adult ambulatory setting","Objective: To review the clinical experience with Wilson's disease followed in a liver (LC) and movement disorders clinic (MDC) at a single centre in Toronto,Canada. Background: Wilson's disease (WD) is uncommon in Western countries. Long term follow-up and experience is therefore rare. Methods: A retrospective chart review of patients with a diagnosis of WD attending a LC and MDC. Results: Forty eight patients were included based on Leipzig criteria. The follow-up ranged from 0 - 26.8y in the LC and 0 - 19.8y in the MDC. Fourteen patients presented asymptomatically, 13 with hepatic symptoms, 15 with neurological symptoms, and 6 with dual hepatic/neurological symptoms. Median age at presentation was > 40y in 12.5%. Initial ceruloplasmin was low in 94% of cases, while 24h urinary copper was high in 95%. Neurological patients presented with a median of 4 symptoms (tremor, dysarthria and gait abnormalities were the commonest) while three patients developed neurological symptoms after diagnosis. Additional psychiatric symptoms were present in 26%. All neurologically presenting patients had KF rings. When MRI was performed abnormalities were reported in all patients with neurological symptoms but were normal in patients with pure liver symptoms or asymptomatic. Abnormalities included basal ganglia (62%) and brainstem (50%) lesions, atrophy (50%) and white matter changes (51%). D-penicillamine (D-P) was the most common initial therapy (48%) with zinc the most common at the time of review (65%). One patient had a successful liver transplant. Side effects were most prominent with D-P (41%). Neurological deterioration occurred in 11 subjects due to D-P or non-compliance but with 9 showing recovery. With neurological presentation, 14/21 had improved at time of review. Overall one death occurred. Conclusions: WD remains a diverse disease with generally favourable outcomes for those responding to initial therapy. However, evidence of compensated liver injury and structural brain damage are common and emphasize the need for close monitoring and therapy compliance with joint liver and movement disorder clinics.",0
129,"Outcome and management of 207 pregnancies in Wilson disease","Introduction: Wilson disease (WD) is a genetic copper storage disorder, leading to liver failure and neurological deterioration. Lifelong medical treatment is necessary to maintain copper homeostasis. Optimal treatment regimens in pregnant women are under debate in respect to abortion rate, teratogenicity and therapeutic efficacy. Aim: The current study aimed to assess outcomes of pregnancies in a retrospective multicenter cohort study Patients and methods: A total of 207 pregnancies in 100 WD patients in European tertiary care centers were analysed retrospectively. Medical regimens (D-penicillamine, Trientine, zinc salts, or a combination of a chelator and zinc) were classified and files were reviewed for maternal hepatic or neurological deterioration during pregnancy. Outcome of pregnancies and abortion rate were analyzed in respect to the maternal treatment and disease presentation. Results: Worsening of liver function tests was evident in 10 cases and occurred under all treatments to a similar extent. Liver function resolved after delivery in all cases. Neurologic deterioration in pregnancy was rare and was observed only in 2 cases (one under zinc, one under D-penicillamine therapy), but resulted in permanent worsening of the neurologic symptoms. Overall abortion rate was 48/207 (23.2%) in the study group. Of these, 46 abortions were recorded within the first three months; two still births were associated with placental insufficiency. Abortion rate under Trientine treatment (8/20; 40%; p=0.04) was higher than under D-penicillamine (14/96; 14.7%) or zinc (2/19; 10.5%). We observed inborn defects in 2/159 newborn: One child presented with partial oesophageal atresia (under D-penicillamine therapy of the mother), another child was diagnosed with a Glu-6-P-DH deficiency (under zinc therapy). Conclusion: In most cases control of liver function was maintained during pregnancy regardless of the chosen medical regimen. Neurologic deterioration was rare but resulted in severe disability in two cases. Thus, careful monitoring of WD patients during pregnancy is recommended. Contrary to previous reports we observed a higher rate of miscarriages under Trientine treatment. Potential teratogenicity remains a concern especially under D-penicilamine therapy.",0
130,"Ten Chinese paediatric patients with Wilsons disease","Background: Wilson's disease (WD, MIM #277900) is an autosomal recessive disorder leading to systemic copper accumulation and multiorgan damage. For pediatric patients, hepatic manifestations predominate. Untreated WD causes progressive liver and neurological deterioration. Early treatment is the most effective way of preventing these serious outcome. Objective & Methods: We presented our experience of managing 10 paediatric WD patients. Data on clinical symptoms, laboratory findings, ultrasound findings, liver biopsies, genetic studies, treatment and outcome were studied. Results: Our patients were between 2 to 18 years of age at diagnosis. 1 patient presented in liver failure. 7 had abnormal liver functions detected incidentally. 2 were diagnosed through sibling screening. The most consistent abnormal liver function was an elevated alanine transaminase ranging from 60 to 419 IU/l (<58). Ceruloplasmin levels were all <0.1 g/l (0.21-0.59). Mean urinary copper excretion was 4 mumol/day (<1.0). 1 patient was treated initially with penicillamine and another trientine. 7 patients were started on zinc therapy. All remained well on follow up. Conclusion: Our patients represented a group of asymptomatic WD patients diagnosed and treated very early. With good treatment compliance, favourable outcome can be anticipated. One way of diagnosing these presymptomatic patients is through following up abnormal liver functions.",0
131,"Efficacy and safety of D-penicillamine and trientine for the treatment of wilson disease","Introduction: Wilson disease (WD) is a genetic copper storage disorder, leading to liver failure and neurological deterioration. Current guidelines favour the use of chelating agents (dpenicillamine, trientine) in first line therapy of symptomatic patients but optimal regimens still have to be established. Clinical data on larger cohorts comparing these chelators are limited. Aim: The current study aimed to assess long-term outcomes of d-penicillamine and trientine in a retrospective multicenter cohort study. Patients and Methods: A total of 350 WD patients in European tertiary care centers and patients contributed by the EUROWILSON database research group were analysed retrospectively. Chelator based medical regimens were analysed for efficacy, adverse events and reasons for discontinuation using Kaplan-Meier-estimation. Treatments with duration of less than 6 months were censored. Results: Hepatic and neuropsychiatric symptoms were present in 221 (63.1%) and in 119 (34%) patients, respectively. Patients were treated initially with d-penicillamine (n = 309) or trientine (n = 41). Changes of medication were common in both groups, resulting in a total of 514 analysed treatments (d-penicillamine n = 350, trientine n = 164). Actuarial survival free of transplantation (median follow-up: 16.5 years) was similar (death: d-penicillamine n = 7/350, trientine n = 3/164; progression to liver transplantation: d-penicillamine 12/350, trientine 2/164). In the d-penicillamine group, adverse events leading to discontinuation of treatment were more frequent (p = 0.045) and occurred even after decades of therapy. For the latest available time point of a 48 months follow-up, hepatic deterioration occurred only in 8/514 treatments (d-penicillamine n = 3, trientine n = 5, p = n.s.). However, neurologic deterioration was less frequent in the d-penicillamine group (7/350 treatments) compared to trientine (12/164, p = 0.005) while improvement of symptomatic neurologic patients was recorded to a similar extent (d-penicillamine 84/139; trientine 42/79, p = n.s.). Interestingly, hepatic improvement of symptomatic patients was more often observed for d-penicillamine (211/235) than for trientine (64/86, p < 0.05). Conclusion: In the majority of patients treatment with chelating agents was effective, leading to a comparable and favourable actuarial survival free of transplantation. The main limitation in d-penicillamine treatment was the higher rate of adverse events. Neurological deterioration under chelation therapy was rare and contrary to our expectation more frequent in patients treated with trientine.",0
132,"Triethylene tetramine dihydrochloride (trientine) in children with Wilson disease: experience at King's College Hospital and review of the literature","Our aim was to review our experience of trientine as chelation therapy in children with Wilson disease (WD) and compare to that reported in the literature. We made a retrospective review of the medical notes of 16 of 96 (17%) children diagnosed with WD between 1981 and 2006. Children were 6.6 to 15 years old. Only three received trientine as initial therapy [parental choice (two), allergic reactions to penicillamine (one) during the penicillamine challenge], 13 of 16 were converted from penicillamine to trientine because of reactions to penicillamine: haematuria in four, bone marrow suppression in three, neutropenia in three. Trientine was discontinued in three due to allergic rash, low copper excretion and one with compliance problems requiring transplantation. Seventy-five per cent of children presented with chronic liver disease. Kayser-Fleischer rings were noticed in eight of 16, Wilson Ferenci score range was between 4 and 10 (nl < 4). Laboratory indices remained relatively stable. In line with previous reports, trientine was used mainly as secondary treatment when there were severe side effects with penicillamine. Whilst the current evidence is low quality, it appears that trientine is as efficacious as penicillamine and small population studies show a lower side effect profile.",0
133,"Wilson France: A national database for Wilson's disease","Introduction: Wilson's disease (WD) is a rare inherited disease with an efficient treatment if initiated early. Improving the knowledge of this disease is a priority of the French national Centre of Expertise for a better access to diagnosis and treatment. This national organisation created a database. Objective: Improve the knowledge of WD by an epidemiological study on the French cohort. Methods: We registered all patients followed by all the French centres working with the national Centre of Expertise. Results: Since 2006, 281 patients (1-73 year old) were included in the Wilson France database (sex ratio: 1). Mean age at diagnosis was 19 years. First symptoms were neurological for 36% of the patients, hepatic for 38%, renal, psychiatric or hematologic for 11%. Fifteen percent were diagnosed after familial screening. At time of diagnosis, Kayser-Fleischer ring was observed in 95% of patients with neurological symptoms, in 55% of hepatic presentations and in 26% of the presymptomatic forms. Mean coeruloplasminemia was low (0.08 g/L) but 5% of patients had normal values (>0.2 g/L). Mean urinary copper was increased in 96% of the patients. Genetic investigation was not conclusive in 15.9 % of the families (only one or no mutation found). First treatment was D-Penicillamine in 85% of the cases and after a mean follow up of 15 years, the treatment was D-Penicillamine for 44.4% of the patients, Trientine for 14.4%, Zinc for 26.7%, association of chelator and zinc for 5.6 %; 5.6 % of the patients had liver transplantation. Discussion: The database included approximately 1/3 of the Wilson disease patients in France. In order to improve the recruitment of Wilson's disease patients, coordination of all health professionals with a multidisciplinary approach is necessary. This work is realised in collaboration with Eurowilson database.",0
134,"Wilson's diseases: Single center's 1 year overall experience","Background: Wilson's disease (WD) is an autosomal recessive disorder of copper metabolism. This rare disease is caused by mutations in the gene encoding a copper-transporting P-type ATPase, which is important for copper excretion into bile, leading to copper accumulation in the liver. Toxic copper concentrations can also be found in the brain and kidney, and clinical phenotypes include hepatic, haemolytic, neurologic and psychiatric diseases. WD has a wide spectrum of clinical manifestations. Affected children may be entirely asymptomatic and the diagnosis problematic. The objective of this study is to present our single center experience over one year with WD, underlying his different presentations. Patients and methods: In the last 12 months (from april 2009 to april 2010) 5 patients (3 males) fulfilled criteria for the diagnosis of WD. Evaluation included detailed physical examination, conventional laboratory testing (urinary copper excretion, levels of serum ceruloplasmin), genetic analysis, and liver biopsy. 3 patients presented isolated liver disease, 1 had mixed neurological and hepatic involvement and 1 presented with acute liver failure. All 3 patients with cirrothic liver underwent orthotopic liver transplantation (OLT). Results: The median age at diagnosis of WD was 10.8 (range, 7-16). All patients had hepatic manifestations of the disease when diagnosed: cirrhosis (2), chronic hepatitis (2) and fulminant hepatic failure (1). Two patients were asymptomatic at diagnosis. 1 of the symptomatic patients presented the typical neurological symptoms, first with changes in behaviour and deterioration in schoolwork evolving to lack of motor coordination, drooling, dysarthria, dystonia, and spasticity with the deeping of the disease. At diagnosis, just the patient with neurological manifestation had positive Kayser Fleischer ring. Serum ceruloplasmine levels were decreased in all patients, median value 9.2 mg/dl (range 2-16), with lower levels in cirrhotic patients. The 24-h excretion of copper in urine was raised in all patients, >75 mug/24 hours before (median value 360 mug/24) or >1400 mug/24 hours after penicillamine challenge. Genetic analysis showed double eterozighosis in 3/5, the other 2 patients had just 1 recognized mutation. As diagnostic important proved all patients had the copper content of more than 250 mug/g hepatic dry weight. We started zinc therapy (zinc acetate) in all the patients at the time of diagnosis, just in the one with neurological symptoms with added a copper chelator drug as Trientine. None of 3 cirrhotic patients recovered with therapy and avoided liver transplantation. In the 2 asymptomatic patients zinc acetate therapy was started and well tolerated. In those 2 patients liver function tests showed improvement after 3 weeks of therapy reaching normal values in 2 months for both. The indication for liver transplantation was acute on chronic (2/3) or fulminant, liver failure (1/3). The median follow-up after liver transplantation was 1 year, 1 patient died for perioperative complications (66% patient survival). Copper metabolism returned to normal in all patients. None of the transplanted patients with exclusive liver disease required chelation treatment after liver transplantation and none developed neurological symptoms of Wilson's disease. Conclusion: Detection of WD in children remains very difficult also due low frequency of cases, however our 1 year experience show higher frequency than reported in the literature. The most important investigation is liver biopsy with the assessment of liver copper. Genetic analysis may help in doubtful cases. Ceruloplasmine, haemoglobin, ALT, ALP and plasma albumin were significantly different between fulminant and non-fulminant WD and could be used as indirect markers in evaluation of urgent OLT. It is important to be aware of the different manifestations of Wilson's disease in the pediatric population, in order to make appropriate evaluations in a timely manner to facilitate early diagnosis, to ensure appropriate treatment and to avoid the ri k of underestimate it.",0
135,"The Toronto Western Hospital Wilson's disease study: Perspectives from an adult urban ambulatory centre","Aim: To review the clinical experience for adult patients with Wilson's disease (WD) followed in an urban ambulatory setting. Methods: A retrospective review of patients with a diagnosis of WD was performed. Results: 59 charts were identified; based on Leipzig scores, 44 met criteria for likely (score >= 4) and 10 for probable WD (score 2-3). On review, 6 cases were excluded (1 likely, 5 probable). Presentation characteristics of the 48 patients included are shown in Table 1. At review, median time on treatment was 11.5 years (range 0.1-42 years). D-penicillamine (DP) was the most common initial therapy (48%), followed by zinc (23%), trientine (15%), DP and zinc (6%), and 8% unknown (initiated on treatment as part of a double blinded study). At review, zinc was the most common regimen (65%), followed by DP (17%), trientine (12%), and dual-therapy (6%). Side effects were most notable for DP (41%) compared to zinc (19%) or trientine (10%). Overall, liver biopsy and/or imaging demonstrated presence of portal hypertension in 63% and cirrhosis in 53% of patients. Liver biopsy (n=31) also identified fibrosis in 94% of patients, inflammatory activity in 68% and steatosis in 65%. Where evaluated, 10 patients had EM mitochondrial changes, and 13 glycogenated nuclei. Median liver copper concentration was 4.11muM/g (range 0.22-20.43). During follow up, 3 patients developed hepatic encephalopathy and 2 became jaundiced. 2 patients developed ascites (one of whom was initially asymptomatic) and 1 variceal bleed was documented. At time of review, there was one death and one transplant. Neurological WD patients (n=21) presented with a median of 4 neurological signs consistent with WD. At review, 14 patients had fewer neurological signs, 2 the same number, 4 more signs (1 patient lost to followup). Three patients with non-neurological presentation developed neurological signs, of which 1 recovered to baseline. Eleven patients had at least one episode of documented neurological decline while on treatment. Of patients who underwent an MRI (n=26), signal abnormalities were seen in the basal ganglia (62%), brainstem (50%), white matter tracts (38%), and thalamus (28%). Eight patients (31%) had normal brain MRI's. Of patients with a second MRI (n=11), 36% saw almost complete improvement. Conclusion: Wilson's disease is a diverse illness but outcomes are generally good over the long term for patients responding to initial therapy. (Table presented).",0
136,"Symptomatic Wilson disease during longterm zinc maintenance monotherapy after initial penicillamine decoppering: Experience in 30 patients","Outcome of exclusive zinc monotherapy for symptomatic Wilson disease may be unfavourable, particularly in case of advanced hepatic disease (Hepatol 2009;50:1442-52). Initial decoppering with penicillamine might improve outcome, but available data are scarce and long-term follow up is not available. We here report our experience with such approach in 30 symptomatic pts during (median) 29 (range 0.5-48) yrs follow up (FU). Presentation was exclusive hepatic, exclusive neurologic or combined in 14, 3 and 13 cases resp. Mean age at diagnosis was 14 (range 7-37) yrs. Duration and dose of initial penicillamine were 2 (0.5-21) yrs and 873 (162-2000) mg resp. and of subsequent zinc 23 (0.5-42) yrs and 175 (68-279) mg resp. Of the 27 pts with hepatic or combined presentation, 3 exhibited initial decompensated cirrhosis, 11 compensated cirrhosis and 13 less severe disease. Of the 3 pts with initial decompensated cirrhosis, one improved to compensated cirrhosis and remains so during 23 yrs FU, 1 was transplanted after after 0.5 yr, and one initially improved but died 12 yrs later from complications of cirrhosis. Of the 11 pts with initial compensated cirrhosis (median FU 31 yrs), 1died after 2 yrs from penicillamine-induced myelinolysis, 3 died from complications of liver disease after 17, 20 and 30 yrs therapy and 7 remain stable after median 29 yrs FU. Of 13 pts with less severe hepatic disease, 9 deteriorated, including 5 to compensated and 1 to decompensated cirrhosis (the latter recompensating after trientine addition). Progressive hepatic disease was associated with longer follow up (median 31 vs 26 yrs, P=0.03) but could not be clearly explained by dose or duration of therapy or efficiency of decoppering (based on 24-hr urine copper excretion and serum non-ceruloplasmin bound copper conc. at end of FU). Of the 16 pts with initial neurologic or combined presentation, neurologic symptoms improved in 7, remain stable in 4, and deteriorated in 5 (including 1 with subsequent death from pneumonia). 3 pts with exclusive hepatic presentation developed neurologic symptoms and one pt with exclusive neurologic presentation developed hepatic disease during follow up. Major side effects occurred exclusively during penicillamine: glomerulonefritis (n=2) and death from myelinolysis (n=1). In conclusion, although short term clinical outcome is often satisfactory, hepatic Wilson disease tends to progress during long term zinc monotherapy, even after initial penicillamine decoppering.",0
137,"Efficacy and tolerance of zinc in the treatment of wilson disease","Objectives and Study: To evaluate the efficacy and tolerance of zinc acetate in the treatment of Wilson's Disease (WD) in children. Methods: Twenty six WD patients treated with zinc acetate were included in this multicenter study. Clinical and biological data were collected via a questionnaire: age and symptoms at diagnosis of WD, age at beginning of zinc therapy, efficacy on biological parameters, side effects. Results: At presentation, 23 patients (88%) were asymptomatic, mostly diagnosed during a familial work-up; 23 patients (88%) had liver disease, and one (4%) had neurological symptoms. A Kayser-Fleischer ring was present in 15% of cases. Diagnosis of WD was made at a median age of 8 years (0.8 - 16.1). According to the centre, the percentage of WD patients treated with zinc varied from 8.5 to 61.5%. D-penicillamin was associated in 18 patients (69%), trientine in 4 (15%), and 3 patients (11%) received the 3 drugs. Zinc therapy was initiated at the time of diagnosis in 12 patients (46%), as the only drug in 8 cases. Median age at the beginning of zinc therapy was 10.8 years (2.3-12.3) and 2.6 years after the diagnosis of WD. In children who received only zinc, it was started at the age of 7 years (2.3 - 11.1), 5 months after the diagnosis of WD. Zinc was started at the recommended dosage in 11 children and progressively increased in 15 patients. A dosage above the recommended doses was used in 5/6 patients under 5 years of age, 10/19 in patients between 6 and 15 years, and 1/1 patient above 16 years. After the beginning of the treatment, the median ALT and urine copper values normalized in 5 months. Thereafter, urine copper values remained under 50mg/24 h in all patients but one patient with a poor compliance. Epigastralgia (n = 4), vomiting and diarrhea (n = 1), leucopenia (n = 1) and transient increase of serum lipase (n = 1) were observed. Conclusion: Although rarely used in the treatment of WD, zinc acetate effective and well tolerated. The guidelines regarding the dosage and the monitoring should be more closely followed.",0
138,"Wilson's disease in children: Monocentric experience with analysis of 114 children over a 18 years period","Objectives and Study: Wilson's disease (WD) is a rare autosomal recessive disorder of copper metabolism with a highly variable spectrum of clinical manifestations in childhood. We evaluated the clinical and laboratory characteristics of 114 children with WD to determine clinical presentation, diagnostic course and outcome. Methods: The medical reports of 114 children (63 boys) whom were diagnosed as WD between 1991 and 2009 were reviewed retrospectively. Physical examination, laboratory tests and liver biopsies of patients were evaluated. Results: The mean age at diagnosis was 9.5+/- 3.2 years (1.5-16 years. There was consanguity in majority of the parents (81, 71.1%. Eighty seven (76.3%) patients were diagnosed as symptomatic cases including 12 patients whom presented with acute liver failure. Twenty seven patients were diagnosed by family screening. Overall 80 patients presented with hepatic, 5 with neurologic, and 17 both hepatic and neurologic features. Hepatomegaly was the most common clinical finding, in 41 patients, while splenomegaly, icterus and ascites were found in 26, 25 and 24 patients respectively. Kayser-Fleischer rings were present in 63 of 109 patients (57.8%) while serum ceruloplasmin level was below 20 mg/dl in 97 of evaluated 114 patients (85.1%). Urinary copper excretion was above 80mg/24 hours in 85 of 102 patients (83.3%). Liver copper above (250mg/g dry weight) was found in 53 (67.0%) of 79 patients. Cirrhosis and chronic hepatitis were the most common findings of liver biopsy (23/79, 29.1% for each). All the patients with acute liver failure died except one who had liver transplantation. Ninety seven non-fulminant WD patients were treated with D-penicillamine and zinc sulphate, 5 with trientine and zinc sulphate at diagnosis. A total of 6 children were converted to trientine due to adverse reactions of penicillamine (nephrotic syndrome in 2, detoriation of liver functions in 2, Stevens-Johnson reaction in 1, allergic rash in 1 patient). Five patients had liver transplantation during follow-up. Seventy six non-fulminant WD patients had been followed up for 5.0+/- 3.7 years (3 months-14 years). Five patients died during the follow-up because of end stage liver disease. Eighteen patients who were nonadherent to chelation therapy had poor outcome. Conclusion: Wilson's disease in children may present in different forms and needs extensive investigation for diagnosis. Drug treatment is helpful for a stable or improved course of non-fulminant disease. Fulminant WD is almost mortal without liver transplantation.",0
139,"Persistence with anti-copper treatment among patients with Wilson disease","Objective: Wilson disease is genetically determined failure of copper metabolism. If untreated, it usually leads to death within several years from the development of clinical symptoms. Drugs which deplete copper should be continued over the whole span of patient's life after diagnosis. Clinical observations show that patients with Wilson disease frequently stop the treatment. The aim of the study was to evaluate drug compliance (defined by us as persistence with treatment) among Wilson disease patients prescribed different anti-copper drugs, and to assess how it translates into clinical improvement and the total well-being. Methods: Our study was based on a retrospective analysis of information received from self-completion questionnaires given to patients attending Wilson disease clinic. The following data were obtained from each patient: prescribed medication, duration of treatment, persistence with treatment, subjective assessment of health status. EQ-5D questionnaire with visual analogue scale (VAS) of well-being was also used. Results: Response was obtained from 120 subjects, but only 104 questionnaires could be used for further processing. Fifty fife percent of patients were treated with d-penicillamine, and the rest were treated with zinc sulphate. The mean duration of treatment was 10.3 (SD +/- 4.4) years. Our analysis did not reveal differences in persistence with d-penicillamine or zinc sulphate treatment (75.0% vs. 73.0% respectively), nor in efficacy of above medications. We have discovered, however, that regardless of used medication, persistence with drug therapy resulted in significantly better results of selfassessment: ""total improvement"": 39.7% of vs. 7.7% in persistent vs. non-persistent group, respectively, p=0.003; ""partial improvement"": 53.8% vs. 30.8%, respectively, p=0.045; ""deterioration"": 0.0% vs. 42.3%, respectively, p<0.0001. Patients persistent with treatment obtained higher scores in VAS than non persistent (76 vs.67, p=0.05). Conclusion: Persistence with anti-copper treatment is a major factor influencing the long-term clinical outcome in Wilson disease.",0
140,"A retrospective study about characteristics of Wilson's disease at tertiary care institute of North India","Objective: To study the clinical profiles, laboratory findings, brain imaging of Wilson's disease and response to treatments. Background: Wilson's disease is an autosomal recessive systemic disorder of copper metabolism due to a defect of copper transport by hepatic lysosomes with secondary pathology resulting from copper overload in liver, brain, kidney and skeletal system. Methods: Cases of Wilson's disease were taken from hospital records from 2004 December to 2009 December. Total 32 cases were diagnosed. Study was carried out to see clinical characteristics, presence of K-F ring, laboratory parameters, biochemical levels and brain imaging. Results: Total 32 cases were diagnosed of Wilson's disease. 22 were male and 10 were female. 28 cases were of less than 15 years of age and 4 were adults. Youngest patient was of 6.5 years of age and oldest patient was of 32 years of age at diagnosis. The mean duration of disease before diagnosis was 6 months in children (<15 yrs) and 2 years in adult (>15 years). In children dystonia was most commonest presentation (90%), parkinsonism (82.5%), both were in 73.4% and tremor in 60% and in adults parkinsonism was commonest presentation (75%), dystonia (50%) and tremor were present in 50% of adult patient. Sialorrhoea was present in 60% of children and 25% of adult patients. Unclear voice were present in 80% of cases. Dysphagia was present in 44% of children and 25% of adult patients. KF ring was absent in 3 children. CT brain was performed in all the cases, most common abnormality observed is bilateral symmetrical hyperlucency of basal ganglia in 13 (40.6%). MRI brain performed in 24 cases. 4 had normal MRI brain. Abnormality were observed in 20 cases, most common was hyperintensities of basal ganglia (62.5%), thalamus in 45% and brainstem in 31.5%. 4 patients were only on zinc and 28 were on both zinc and D-penicillamine. Out of 28 cases 10 has left D-penicillamine (2 due to adverse effects and 8 due to unaffordability). All has excellent response to treatment except one child. Conclusions: Wilson's disease was more common in children. Dystonia, parkinsonism, tremor, sialorrhoea and unclear voice were commonest features. KF ring were present in 91% of cases. Bilateral symmetrical hyperintensities of basal ganglia was commonest MRI abnormality. Zinc is safest to start. Wilson's disease has excellent response to D-penicillamine.",0
141,"Wilson's disease: Two treatment modalities. Correlations to pretreatment and posttreatment brain MRI","Introduction: Brain magnetic resonance imaging (MRI) studies on Wilson's disease (WD) show lack of correlations between neurological and neuroimaging features. Long-term follow-up reports with sequential brain MRI in patients with neurological WD comparing different modalities of treatment are scarce. Methods: Eighteen patients with neurological WD underwent pretreatment and posttreatment brain MRI scans to evaluate the range of abnormalities and the evolution along these different periods. All patients underwent at least two MRI scans at different intervals, up to 11 years after the beginning of treatment. MRI findings were correlated with clinical picture, clinical severity, duration of neurological symptoms, and treatment with two different drugs. Patients were divided into two groups according to treatment: d-penicillamine (D-P), zinc (Zn), and Zn after the onset of severe intolerance to D-P. Results: MRI scans before treatment showed, in all patients, hypersignal intensity lesions on T2- and proton-density-weighted images bilaterally and symmetrically at basal nuclei, thalamus, brain stem, cerebellum, brain cortex, and brain white matter. The most common neurological symptoms were: dysarthria, parkinsonism, dystonia, tremor, psychiatric disturbances, dysphagia, risus sardonicus, ataxia, chorea, and athetosis. Conclusions: From the neurological point of view, there was no difference on the evolution between the group treated exclusively with D-P and the one treated with Zn. Analysis of MRI scans with longer intervals after the beginning of treatment depicted a trend for neuroimaging worsening, without neurological correspondence, among patients treated with Zn. Neuroimaging pattern of evolution was more favorable for the group that received exclusively D-P. © 2009 Springer-Verlag.",0
142,"Wilson's disease: Experience with 71 patients followed for two decades in a Tertiary Centre in Saudi Arabia","Background: Wilson's disease (WD) is a rare, but treatable condition that often presents diagnostic dilemmas. Aims: This study presents King Faisal Specialist Hospital & Research Centre (a tertiary care centre in Riyadh, Saudi Arabia) experience over two decades with patients with WD in order to illustrate the diverse patterns, therepies, and outcomes. Patients & Methods: Clinical and laboratory findings of 71 patients with WD; Mean+/-SD age at presentation was 16.8+/-10.7 (Range: 2-49) years; 40(56.3%) were males; referred to our centre were reviewed and analyzed. Results: The main manifestations of WD were hepatic, neurological, and mixed in 39(54.9%), 14(19.7%), and 18(25.4%) patients respectively, and 11(15.5%) of them were asymptomatic cases detected by family screening. Family history of WD was positive in 41(57.7%) patients, and consanguinity of parents was in 26(36.6%) patients. Kayser Fleiser Ring (KFR) was absent, questionable, and present in 32(45.1%), 3(4.2%), and 36(50.7%) respectively. KFR was positive in 10(71.4%), 11(28.2%), and 15(83.3%) of the patients who had neuological, hepatic, and mixed pictures respectively. The mean follow up period of 92.2+/-72.9 (range: 1-320) month. The mean age at the end of follow up was 25.3+/-12 (Range: 4-62) years. Hepatoma was discovered in 5(7%) patients. Penicillamine therapy was used by 58(81.7%) patients, while zinc and trientin were given to 32(45.1) and 11(15.5%) patients respectively. Sixteen (22.5%) patients underwent liver transplantation. and one died (1.4%) on the waiting list. Ten (14.1%) patients died during follow up, while 45(63.4) and 16(22.5%) are still on- or lost from-follow up respectively. The liver condition remained stable or improved in 35(49.3%), and the neurological status showed improvement in 11(34.4%) out of the 32 patients who had neurological involvement. Conclusions: This is the biggest cohort to be reported from the Middle East. WD presentation and outcome of WD are very diverse. Diagnosis of WD still depends mainly on clinical, radiological, and laboratory evidence of abnormal copper metabolism. WD should be considered in patients of any age with obscure hepatic and/or neurological abnormalities.",0
